stage,round,length,count,durability,gold,spawnEnd,spawnPeak,catchPairs,firstCatchTile,peak25,peak50,peak75,peakCore,mid2TilePeak,mid2TileDenseSeconds
7,10,960.0,13,8959.845414790552,214,10.629999999999999,2,16,0.4510009765625001,3,2,2,2,4,0
7,11,960.0,16,3648.8724479999983,122,14.765,2,42,0.5428977272727268,3,3,3,2,6,0.14824175824175612
7,12,960.0,17,3526.728848655284,125,14.344999999999999,2,50,0.5428977272727268,3,3,3,2,6,0.4447252747252719
7,13,960.0,17,4637.353116761775,132,10.93,3,28,0.23194335937499996,3,2,2,2,4,0
7,14,960.0,17,5065.772622473608,133,10.055,3,22,0.27920454545454504,3,2,2,2,4,0
7,15,960.0,18,5500.281195180038,180,15.614999999999998,2,48,0.5428977272727268,3,3,3,2,6,0.6727838827838752
7,16,960.0,18,5641.686277291627,137,16.519999999999996,2,55,0.5428977272727268,3,3,3,3,6,0.46787545787546136
7,17,960.0,19,5503.500986020143,140,16.14,2,64,0.5428977272727268,3,3,3,3,6,0.712967032967029
7,18,960.0,20,7867.908907357583,155,13.309999999999999,4,33,0.23194335937499996,3,2,2,2,5,0
7,19,960.0,19,7756.758958728547,148,10.709999999999999,3,28,0.27920454545454504,3,2,2,2,4,0
7,20,960.0,16,19424.14248504967,262,13.57,2,26,0.4510009765625001,3,3,2,2,4,0
7,21,960.0,21,9590.980607999996,160,19.525,2,67,0.5428977272727268,3,3,3,3,6,0.8057692307692328
7,22,960.0,22,9511.286876772689,163,19.224999999999998,2,76,0.5428977272727268,3,3,3,3,6,0.7735714285714295
7,23,960.0,23,12979.100735078813,178,15.61,4,39,0.23194335937499996,3,3,2,2,5,0
7,24,960.0,21,12631.345958504582,166,11.879999999999999,3,29,0.2792045454545454,3,2,2,2,5,0
7,25,960.0,23,14026.505053610985,228,20.235,2,76,0.5428977272727268,3,3,3,3,6,1.4148717948717966
7,26,960.0,23,14526.497600211977,175,21.119999999999997,2,76,0.5428977272727268,3,3,3,3,6,0.9080219780219814
7,27,960.0,24,14482.897331631952,178,20.939999999999998,2,85,0.5428977272727268,3,3,3,3,6,0.9080219780219814
7,28,960.0,26,20974.622759194943,201,17.83,3,46,0.23194335937499966,3,3,2,2,5,0
7,29,960.0,23,19048.76998979986,181,12.469999999999999,3,38,0.27920454545454504,3,3,3,2,5,0
7,30,960.0,19,41857.18828103647,310,16.37,2,38,0.4510009765624996,3,3,2,2,6,0.2237779461917384
7,31,960.0,26,23768.43263999999,198,23.924999999999997,2,86,0.5428977272727268,3,3,3,3,6,1.2880219780219804
7,32,960.0,26,21941.245904156647,193,22.624999999999996,2,95,0.5428977272727268,3,3,3,3,6,1.0880219780219846
7,33,960.0,29,33366.99047326815,224,19.97,3,53,0.23194335937499966,3,3,2,2,5,0
7,34,960.0,25,30262.2933441239,199,13.564999999999998,3,39,0.2792045454545454,3,3,2,2,6,0.575344827586207
7,35,960.0,29,37382.99998557896,285,25.005000000000003,2,98,0.5428977272727268,3,3,3,3,6,1.7329304029304033
7,36,960.0,28,35539.2452916814,213,25.36,2,92,0.5428977272727268,3,3,3,3,6,1.5270695970695911
7,37,960.0,29,35917.58538244724,216,25.54,2,102,0.5428977272727268,3,3,3,3,6,1.270402930402934
7,38,960.0,32,52426.85540734942,247,22.03,3,61,0.23194335937499966,3,3,2,2,6,0.2237779461917384
7,39,960.0,27,45168.04412428526,214,14.09,3,46,0.27920454545454504,3,3,2,2,6,0.6133169129720919
7,40,960.0,22,89732.18318394719,358,19.03,2,52,0.4510009765624996,3,3,2,2,6,0.6302614626752536
8,1,864.0,6,752.4679679999997,53,8.5,1,0,-1,1,1,1,1,2,0
8,2,864.0,5,1497.7396562347299,64,5.0,2,0,-1,2,2,2,2,3,0
8,3,864.0,8,2568.380187744983,89,6.999999999999999,2,0,-1,2,2,2,2,5,0
8,4,864.0,10,2492.4483585174935,91,10.64,2,3,4.567499999999995,2,2,2,2,5,0
8,5,864.0,9,3442.0097794479098,131,9.580000000000002,2,0,-1,2,2,2,2,4,0
8,6,864.0,14,4008.2998610817463,119,10.95,3,11,1.370249999999997,3,3,3,3,6,1.5308045977011595
8,7,864.0,10,3323.8249376095323,100,7.249999999999999,3,8,0.592744140625,3,2,2,2,4,0
8,8,864.0,13,4802.237865773126,120,7.249999999999999,4,14,1.0893750000000002,3,3,3,3,7,1.3537766830870268
8,9,864.0,13,5146.9111053225615,121,7.6,3,22,0.5550781250000001,4,3,3,3,7,2.9606896551724127
8,10,864.0,11,11955.37582212351,216,10.669999999999998,2,5,0.4772727272727271,2,2,2,3,4,0
8,11,864.0,16,6478.3908864,137,13.37,3,11,1.370249999999997,3,3,3,3,6,1.7599014778325213
8,12,864.0,12,5898.79003070909,121,9.869999999999997,3,8,0.6249584960937505,3,2,2,2,4,0
8,13,864.0,16,8363.699585733659,146,9.87,4,17,0.9056250000000006,3,3,3,3,7,1.5168308702791542
8,14,864.0,15,8275.810832882864,139,8.86,3,26,0.5550781250000001,3,3,3,3,7,3.4234154351395816
8,15,864.0,17,10099.08363859991,196,12.589999999999998,3,13,1.370249999999997,3,3,3,3,7,2.5799014778325216
8,16,864.0,18,10307.056785638775,155,14.37,3,13,1.370249999999997,3,3,3,3,7,2.5789983579638864
8,17,864.0,14,9428.366162892398,139,11.069999999999999,3,12,0.6571728515625004,3,2,2,2,4,0
8,18,864.0,19,14051.639039971305,172,12.409999999999998,4,20,0.721875000000001,3,3,3,3,7,1.9044499178981944
8,19,864.0,18,14411.351094903172,166,11.629999999999999,3,44,0.5550781249999999,3,4,3,4,9,4.823382594417076
8,20,864.0,14,26464.976232642533,267,14.19,2,6,0.4772727272727277,2,2,2,3,4,0
8,21,864.0,20,16195.977216000005,173,16.65,3,13,1.370249999999997,3,3,3,3,7,2.765369458128081
8,22,864.0,16,15730.106748557575,160,13.549999999999997,3,12,0.6893872070312502,3,2,2,2,4,0
8,23,864.0,23,24728.891294826688,207,14.87,4,28,0.23624999999999963,3,3,3,3,7,2.2463875205254595
8,24,864.0,20,22374.686857346423,184,12.809999999999999,3,49,0.5550781249999999,3,4,3,3,9,5.900344827586206
8,25,864.0,23,27914.321068489633,259,16.54,3,16,1.370249999999997,3,3,4,4,7,4.167865353037772
8,26,864.0,22,25195.027698228114,191,17.549999999999997,3,15,1.370249999999997,3,3,3,3,7,3.4820853858784986
8,27,864.0,18,24418.16490113146,178,14.649999999999999,3,18,0.23194335937499966,3,2,2,2,4,0
8,28,864.0,26,39419.096760018925,233,17.249999999999996,4,32,0.3543750000000018,3,3,3,3,7,3.267635467980309
8,29,864.0,23,37057.759958322444,211,15.499999999999996,3,69,0.5550781250000002,3,4,4,4,10,7.239999999999998
8,30,864.0,18,60819.96559174241,327,17.549999999999997,3,12,0.4772727272727277,3,2,2,3,4,0
8,31,864.0,24,38870.34531840001,209,19.689999999999998,3,15,1.370249999999997,3,3,3,3,7,3.682085385878487
8,32,864.0,20,39325.266871393935,199,16.989999999999995,3,18,0.2319433593750002,3,2,2,2,4,0
8,33,864.0,29,62036.259919378805,259,19.549999999999997,4,36,0.23624999999999963,3,3,3,3,7,4.378325123152724
8,34,864.0,25,56395.50409785424,229,16.599999999999994,3,76,0.5550781250000002,4,3,4,3,9,8.104334975369461
8,35,864.0,29,71260.94971955889,322,21.45,3,20,1.370249999999997,3,3,4,4,7,5.584236453201974
8,36,864.0,26,59551.88365035737,227,20.490000000000002,3,18,1.370249999999997,3,3,3,3,7,4.390049261083746
8,37,864.0,22,59959.19495295624,217,17.989999999999995,3,23,0.2319433593750002,3,2,2,2,4,0
8,38,864.0,33,101469.8308801905,294,21.769999999999996,4,45,0.4440624999999991,3,3,3,3,7,6.453185550082125
8,39,864.0,28,90585.63545367707,256,19.209999999999997,3,93,0.5550781249999995,4,3,5,5,9,8.972725779967163
8,40,864.0,21,131856.8295370669,378,20.75,3,14,0.4772727272727277,3,2,2,3,4,0
9,1,816.0,7,1423.2394137599995,64,8.35,2,0,-1,1,1,1,1,3,0
9,2,816.0,9,2442.467747090482,84,5.72,2,7,1.370249999999997,2,2,2,2,6,0.1755665024630524
9,3,816.0,8,3082.0562252939785,89,6.8999999999999995,2,0,-1,2,2,2,2,5,0
9,4,816.0,9,2233.939555315502,83,5.0,3,15,0.23194335937499966,3,2,2,2,3,0
9,5,816.0,15,5174.361954159056,160,15.54,2,3,2.664374999999996,2,2,2,2,5,0
9,6,816.0,14,4049.8524007288656,113,12.07,3,10,0.5412011718750003,3,2,2,2,5,0
9,7,816.0,12,3910.382279540624,107,10.32,2,24,0.4510009765624996,3,3,2,2,6,0.11824175824175853
9,8,816.0,15,6999.0434058249775,141,10.009999999999998,4,8,0.41234375000000006,3,2,2,2,6,0.47034482758620655
9,9,816.0,18,6805.152283255577,145,10.829999999999998,4,22,0.23194335937499966,3,3,3,3,7,2.3703448275862087
9,10,816.0,14,15806.77206012303,240,9.5,3,15,0.23194335937499966,3,2,2,2,4,0
9,11,816.0,16,6699.11482368,131,14.469999999999999,3,10,0.5669726562500003,3,2,2,2,5,0
9,12,816.0,14,6451.801596088066,125,12.329999999999998,2,35,0.4510009765624996,3,3,3,2,6,0.18358658582796394
9,13,816.0,16,10668.656164479155,154,11.229999999999999,4,8,0.4381152343750001,3,2,2,2,6,0.4953448275862051
9,14,816.0,20,10820.313865082666,163,13.249999999999998,4,21,0.23194335937499966,3,3,3,3,7,1.671822660098524
9,15,816.0,20,13889.076824321672,220,11.229999999999999,3,19,0.23838623046875065,3,3,3,3,7,1.0710344827586162
9,16,816.0,19,11115.811093892442,154,16.79,3,14,0.23194335937499966,3,2,2,2,5,0
9,17,816.0,17,11444.385471455567,151,15.609999999999998,2,48,0.4510009765624996,3,3,3,2,6,0.5554566123531739
9,18,816.0,20,18664.115748866607,188,13.749999999999998,4,14,0.23194335937499966,3,2,2,2,6,0.9706896551724142
9,19,816.0,24,18491.44789839525,194,15.589999999999998,4,27,0.23194335937499966,3,3,3,3,7,2.0221674876847224
9,20,816.0,17,34469.9963300957,291,11.18,3,20,0.23194335937499966,3,2,2,2,5,0
9,21,816.0,21,17663.64807168,172,19.029999999999998,3,14,0.2319433593750002,3,2,2,2,5,0
9,22,816.0,19,18028.17703135465,169,17.459999999999997,2,61,0.4510009765625007,3,3,3,3,6,0.7500701023114864
9,23,816.0,21,27936.07373439542,201,14.869999999999997,4,14,0.23194335937499966,3,2,2,2,6,1.035689655172412
9,24,816.0,26,28543.606830002802,212,17.849999999999998,4,25,0.23194335937499996,3,2,3,3,6,0.5771674876847328
9,25,816.0,26,35857.42055952327,282,14.869999999999997,3,30,0.2512719726562504,3,3,3,3,6,1.56172413793103
9,26,816.0,24,28263.834772654303,195,21.189999999999998,3,18,0.2319433593750008,3,2,2,2,5,0
9,27,816.0,22,30136.012767659762,195,20.54,2,71,0.4510009765624996,3,3,3,3,6,0.8536566881394556
9,28,816.0,25,46660.289372166546,235,17.249999999999996,4,20,0.23194335937499966,3,2,2,2,6,1.631034482758622
9,29,816.0,30,46745.18246055867,243,20.029999999999998,4,34,0.23194335937499966,3,2,3,3,6,0.723546798029556
9,30,816.0,21,77156.30463459039,350,13.5,3,27,0.2319433593750008,3,2,2,2,6,0.21034482758620499
9,31,816.0,26,43858.132992,213,23.269999999999996,3,18,0.25127197265625095,3,2,2,2,5,0
9,32,816.0,24,46305.501741066335,213,22.23,2,81,0.4510009765624996,3,3,3,3,6,1.0836566881394454
9,33,816.0,26,69069.67027966506,248,18.269999999999996,4,20,0.23194335937499966,3,2,2,2,6,1.7760344827586216
9,34,816.0,32,70893.17185968056,261,22.129999999999995,4,34,0.23194335937499966,3,2,2,2,6,0.7420689655172374
9,35,816.0,33,92593.84549547786,353,18.269999999999996,4,47,0.2641577148437512,3,3,3,3,7,2.9845793861311094
9,36,816.0,29,68592.09471504744,236,25.269999999999996,3,24,0.2319433593750002,3,2,2,2,5,0
9,37,816.0,27,74766.50918481678,239,25.11,2,89,0.4510009765624996,3,3,3,3,6,1.3136566881394494
9,38,816.0,30,111984.69449319973,282,20.509999999999998,4,28,0.23194335937499966,3,2,2,2,6,2.531379310344832
9,39,816.0,36,113014.93824865369,292,24.15,4,43,0.23194335937499966,4,3,2,2,6,1.3227586206896582
9,40,816.0,26,177420.9866971779,418,15.659999999999998,3,42,0.2319433593750002,3,2,2,2,6,0.6606896551724084
10,1,1056.0,8,2110.350163968,72,7.75,2,4,3.4256249999999997,2,2,2,2,5,0
10,2,1056.0,9,2333.7088058992836,81,5.12,3,15,0.23194335937499966,3,2,2,2,3,0
10,3,1056.0,9,4160.775904146872,97,6.34,2,0,-1,2,2,2,2,6,0.450344827586207
10,4,1056.0,16,3798.7559831620947,115,6.6,4,37,0.23194335937499966,3,2,2,2,4,0
10,5,1056.0,11,6018.599957206059,147,11.35,2,0,-1,2,2,2,2,4,0
10,6,1056.0,17,6158.694461648937,134,14.2,4,16,0.23194335937499966,3,2,2,3,5,0
10,7,1056.0,15,5646.592011656663,125,10.229999999999999,3,0,-1,2,2,2,2,6,0.15034482758620626
10,8,1056.0,15,8147.389449654944,139,11.739999999999998,3,12,0.2319433593750002,3,2,2,2,4,0
10,9,1056.0,19,8480.612218340942,150,10.03,4,39,0.27920454545454504,3,2,3,2,6,0.5503448275862048
10,10,1056.0,19,20113.91685295249,262,12.02,3,31,0.28348632812500024,3,3,3,3,7,0.6319540229885021
10,11,1056.0,19,9875.819593727998,152,16.58,3,15,0.36724365234375017,3,2,2,3,5,0
10,12,1056.0,16,8228.81209283918,135,10.87,3,0,-1,2,2,2,2,6,0.1903448275862054
10,13,1056.0,16,12446.765525225679,152,12.94,3,12,0.2319433593750002,3,2,2,2,4,0
10,14,1056.0,21,13429.04707091082,168,11.27,4,41,0.27920454545454504,3,2,3,2,6,0.9643349753694501
10,15,1056.0,24,16639.65870521675,231,13.71,3,37,0.23194335937499996,3,3,3,3,8,3.165582922824303
10,16,1056.0,23,17075.053365235206,183,20.22,3,20,0.23194335937499966,3,2,2,2,5,0
10,17,1056.0,19,14421.489846945833,161,12.819999999999999,3,0,-1,2,2,2,2,6,0.46068965517241267
10,18,1056.0,19,20586.407909827718,178,15.439999999999998,3,16,0.2319433593750002,3,2,2,2,4,0
10,19,1056.0,24,21417.139331064413,191,12.469999999999999,4,54,0.27920454545454504,4,2,2,2,6,1.2383251231526984
10,20,1056.0,24,45831.61523219428,326,15.54,3,41,0.2448291015625005,3,3,3,3,7,1.3022988505747115
10,21,1056.0,25,26479.992766463994,201,22.419999999999998,3,20,0.23194335937499966,3,2,2,2,5,0
10,22,1056.0,20,20881.71670871017,171,13.379999999999999,3,0,-1,2,2,2,2,6,0.540689655172411
10,23,1056.0,20,30962.81100179952,191,16.54,3,16,0.2319433593750002,3,2,2,2,4,0
10,24,1056.0,26,33159.70941823768,209,13.629999999999997,4,56,0.27920454545454576,4,3,3,3,7,1.6222988505747082
10,25,1056.0,32,45588.85216453822,304,18.189999999999998,3,57,0.23194335937499996,3,4,4,4,8,3.7943185550082106
10,26,1056.0,29,43665.43561434511,232,25.839999999999996,3,25,0.23194335937499966,3,2,2,2,5,0
10,27,1056.0,23,35099.591341156665,197,15.209999999999997,3,0,-1,2,2,2,2,6,0.9310344827586192
10,28,1056.0,24,53243.02241173684,226,20.45,3,21,0.2319433593750002,3,2,2,2,4,0
10,29,1056.0,29,51746.10845089389,232,14.749999999999998,4,69,0.23194335937499966,4,3,3,3,7,2.600262725779963
10,30,1056.0,30,106876.24560448666,399,18.9,3,61,0.23624999999999963,4,3,3,3,7,2.282298850574712
10,31,1056.0,31,66416.69269094398,250,27.859999999999996,3,25,0.23194335937499966,3,2,2,2,5,0
10,32,1056.0,24,50611.618463483974,207,15.689999999999998,3,0,-1,2,2,2,2,6,1.0510344827586167
10,33,1056.0,25,78995.47186676571,239,21.45,3,21,0.23838623046875065,3,2,2,2,4,0
10,34,1056.0,31,78922.64938930744,250,15.829999999999998,4,73,0.23194335937499966,4,3,3,3,7,3.5382266009852152
10,35,1056.0,40,115796.77383728587,377,22.509999999999998,3,78,0.23194335937499966,4,3,4,3,8,4.310689655172418
10,36,1056.0,35,106361.52899643956,281,31.059999999999995,3,31,0.23194335937499966,3,2,2,2,5,0
10,37,1056.0,27,82712.40597684334,233,17.4,3,0,-1,2,2,2,2,6,1.5613793103448188
10,38,1056.0,28,123652.560865545,265,23.669999999999998,3,27,0.23194335937499966,3,2,2,2,4,0
10,39,1056.0,34,121315.8764793179,273,16.869999999999997,4,88,0.23194335937499966,4,3,3,3,7,4.718555008210174
10,40,1056.0,36,244178.5214891695,472,22.099999999999998,3,84,0.2319433593750002,4,3,3,3,7,3.350246305418729
11,1,1152.0,7,1925.6300273663992,62,8.15,2,0,-1,1,1,1,1,2,0
11,2,1152.0,9,2966.3540366928332,77,7.199999999999999,2,12,3.360000000000003,2,2,2,2,6,1.0309523809523782
11,3,1152.0,6,3157.92222468583,69,6.119999999999999,2,0,-1,1,1,1,1,3,0
11,4,1152.0,10,4009.656817009891,91,7.46,2,26,0.4123437500000004,4,2,2,2,5,0
11,5,1152.0,12,5637.331181636444,134,12.02,2,15,0.7218749999999998,2,2,2,2,4,0
11,6,1152.0,12,5586.607203600033,102,10.69,3,15,1.8374999999999984,3,3,3,3,7,2.3944006568144474
11,7,1152.0,14,5659.105234951189,109,9.829999999999998,2,45,0.41907894736842066,4,3,2,2,6,0.1996703296703295
11,8,1152.0,13,7533.82061455747,114,10.829999999999998,2,16,1.8374999999999984,3,3,3,3,7,2.6402463054187137
11,9,1152.0,11,7061.187715694893,102,6.17,3,28,0.39375000000000004,3,2,2,2,6,0.2623809523809548
11,10,1152.0,8,20936.189949765387,211,7.669999999999999,2,4,0.4209677419354838,2,1,1,2,3,0
11,11,1152.0,14,9176.153377996798,119,13.11,3,16,1.8374999999999984,3,3,3,3,7,2.5405911330049236
11,12,1152.0,16,9370.227963781386,126,11.064999999999998,2,57,0.41907894736842066,4,3,3,2,7,1.8338095238095242
11,13,1152.0,15,12119.593402848323,131,13.249999999999998,2,14,1.8374999999999984,2,2,3,3,6,1.1541050903119796
11,14,1152.0,13,11556.349305298463,119,7.289999999999999,3,35,0.39375000000000004,3,3,3,3,6,1.274285714285714
11,15,1152.0,11,13300.833570585699,160,10.282,2,9,1.757,2,2,2,2,5,0
11,16,1152.0,16,14780.866707957455,136,15.45,3,16,1.8374999999999984,3,3,3,3,7,2.6205911330049254
11,17,1152.0,19,15597.73283663164,148,13.049999999999999,2,82,0.41907894736842066,4,5,3,2,8,3.6614285714285693
11,18,1152.0,18,20780.872349366815,156,15.589999999999998,2,15,1.8374999999999984,2,3,3,3,6,1.854203612479477
11,19,1152.0,15,18563.916406758177,136,8.549999999999999,3,42,0.39375000000000004,3,3,2,2,7,3.080952380952379
11,20,1152.0,10,45246.20300401835,256,10.189999999999998,2,6,0.4209677419354838,2,1,1,2,3,0
11,21,1152.0,19,25386.119331839996,161,17.71,3,20,1.837500000000003,3,3,3,3,7,2.9540722495894904
11,22,1152.0,21,24792.614499070296,165,14.189999999999998,2,95,0.41907894736842066,4,4,3,2,9,3.5741941391941445
11,23,1152.0,20,32318.91574092886,173,17.849999999999998,2,14,1.8374999999999984,2,2,2,3,6,1.1740065681445024
11,24,1152.0,18,32565.121525220988,162,11.27,3,59,0.39375000000000004,3,3,3,2,8,4.671428571428567
11,25,1152.0,15,36993.96462384033,211,13.637999999999998,2,22,1.1340000000000003,2,3,2,2,7,2.9748177339901467
11,26,1152.0,21,39509.046555867295,178,19.889999999999997,3,20,1.8374999999999984,3,3,3,3,7,2.994072249589486
11,27,1152.0,24,39754.5104067218,187,16.049999999999997,2,126,0.41907894736842066,4,4,3,3,9,5.038241758241764
11,28,1152.0,23,52988.20693923736,198,20.029999999999998,2,15,1.8374999999999984,2,2,2,3,6,1.9341050903119843
11,29,1152.0,20,50495.577496663944,179,12.449999999999998,3,69,0.39375000000000004,3,3,3,2,8,4.8323809523809516
11,30,1152.0,13,102046.59472203527,310,14.049999999999997,2,12,0.42096774193548425,2,2,1,1,4,0
11,31,1152.0,23,60976.22028779519,195,21.989999999999995,3,20,1.8374999999999984,3,3,3,3,7,3.0340722495894887
11,32,1152.0,26,61689.54614115564,204,17.095,2,139,0.41907894736842066,4,4,4,3,9,5.063003663003663
11,33,1152.0,25,80797.28935232214,215,22.129999999999995,2,15,1.8374999999999984,2,2,2,2,6,2.194105090311993
11,34,1152.0,22,77692.8180208456,196,13.589999999999998,3,78,0.39375000000000004,3,3,2,2,9,5.773809523809518
11,35,1152.0,24,96602.61433575265,283,16.769999999999996,3,69,0.21552631578947337,3,2,3,2,7,1.5235960591132987
11,36,1152.0,26,98912.7193916394,220,24.009999999999998,3,23,1.8374999999999984,3,3,3,3,7,3.856699507389166
11,37,1152.0,29,96627.11028036066,226,18.83,2,170,0.41907894736842066,4,4,4,3,9,6.167619047619045
11,38,1152.0,28,128829.33835948218,240,24.15,2,16,1.8374999999999984,2,2,2,2,6,3.1342036124794745
11,39,1152.0,25,127726.64435962307,222,16.189999999999998,3,98,0.39375000000000004,3,3,2,2,10,6.677619047619043
11,40,1152.0,15,217588.48186202085,355,16.25,2,15,0.42096774193548425,2,2,1,1,5,0
12,1,1344.0,8,2570.8089625804782,67,9.1,2,0,-1,1,1,1,1,3,0
12,2,1344.0,9,3408.320879743711,79,6.66,3,18,0.21552631578947337,3,2,2,2,3,0
12,3,1344.0,12,5274.583607718494,97,12.450000000000001,2,13,2.362500000000001,2,2,2,2,6,0.6547619047619051
12,4,1344.0,7,4628.63805948366,78,7.0,2,1,6.766666666666681,2,2,2,2,4,0
12,5,1344.0,13,7431.4731055311695,141,12.77,2,35,0.7875,3,3,2,2,7,3.1447619047619106
12,6,1344.0,14,6472.758691067624,108,14.06,2,44,0.5428977272727268,3,3,2,2,6,0.6436263736263683
12,7,1344.0,14,6790.926281941429,109,9.829999999999998,2,45,0.41907894736842066,4,3,2,2,5,0
12,8,1344.0,11,7604.23015301128,103,8.629999999999999,3,9,0.31131578947368455,2,2,2,2,4,0
12,9,1344.0,11,8473.425258833873,102,6.17,3,28,0.39375000000000004,3,2,2,1,5,0
12,10,1344.0,12,25844.40931547198,229,11.510000000000002,2,33,0.2989051094890514,4,2,2,2,4,0
12,11,1344.0,16,10684.460370493432,125,16.43,2,50,0.5428977272727268,3,4,2,2,7,1.8153846153846196
12,12,1344.0,16,11244.273556537668,126,11.064999999999998,2,57,0.41907894736842066,4,3,2,2,6,0.14824175824175612
12,13,1344.0,12,11914.755204490319,115,9.87,3,9,0.3412500000000002,2,2,2,2,4,0
12,14,1344.0,13,13867.619166358158,119,7.289999999999999,3,36,0.39375000000000004,3,2,2,2,6,0.7847619047619041
12,15,1344.0,11,15961.000284702835,160,10.282,2,10,1.757,2,2,2,2,5,0
12,16,1344.0,19,17737.040049548938,147,19.51,2,72,0.5428977272727296,3,4,3,2,9,3.0557142857142807
12,17,1344.0,19,18717.279403957975,148,13.049999999999999,2,83,0.41907894736842066,4,4,2,2,7,2.8669597069597046
12,18,1344.0,15,20905.597817484984,140,12.409999999999998,3,13,0.3711842105263164,2,2,2,2,4,0
12,19,1344.0,15,22276.699688109813,136,8.549999999999999,3,44,0.39375000000000004,3,2,2,2,6,1.7761904761904823
12,20,1344.0,15,56347.46752042818,279,14.69,2,51,0.2989051094890514,4,3,2,2,6,0.1782417582417537
12,21,1344.0,21,28145.15708166143,164,21.705,2,80,0.5428977272727296,3,4,3,2,8,2.2942857142857243
12,22,1344.0,21,29751.137398884366,165,14.189999999999998,2,97,0.41907894736842066,4,4,3,2,8,3.7619597069597077
12,23,1344.0,16,31886.479544395304,152,13.549999999999997,3,13,0.4011184210526321,2,2,2,2,4,0
12,24,1344.0,18,39078.1458302652,162,11.27,3,60,0.39375000000000004,3,2,2,2,7,3.1661904761904864
12,25,1344.0,15,44392.757548608366,211,13.637999999999998,2,23,1.1340000000000003,2,3,2,2,7,1.9903448275862061
12,26,1344.0,24,45057.12543392528,186,24.58,2,106,0.5428977272727296,3,4,4,3,8,2.646666666666661
12,27,1344.0,24,47705.41248806618,187,16.049999999999997,2,129,0.41907894736842066,4,4,3,2,9,4.689670329670328
12,28,1344.0,19,53205.47065789482,177,15.95,3,20,0.21552631578947337,2,2,2,2,4,0
12,29,1344.0,20,60594.69299599672,179,12.449999999999998,3,70,0.39375000000000004,3,3,2,2,7,5.12761904761906
12,30,1344.0,18,122012.2328198248,329,17.65,2,75,0.2989051094890514,3,3,3,2,6,0.6921978021977999
12,31,1344.0,26,69842.78684467198,203,26.599999999999998,2,110,0.5428977272727296,3,3,4,3,7,2.6280036630036747
12,32,1344.0,26,74027.4553693868,204,17.095,2,145,0.41907894736842066,4,4,3,2,9,5.172289377289374
12,33,1344.0,20,79886.89735961994,189,16.989999999999995,3,20,0.21552631578947337,2,2,2,2,5,0
12,34,1344.0,22,93231.38162501474,196,13.589999999999998,3,80,0.39375000000000004,3,3,2,2,8,5.417619047619052
12,35,1344.0,24,115923.1372029031,283,16.769999999999996,3,72,0.21552631578947337,3,3,2,2,7,2.6755172413793105
12,36,1344.0,29,109280.34153750537,225,29.269999999999996,2,130,0.5428977272727296,3,3,4,3,6,2.0153479853479794
12,37,1344.0,29,115952.53233643279,226,18.83,2,183,0.41907894736842066,4,5,4,3,10,5.997289377289377
12,38,1344.0,23,129199.49136163933,214,19.249999999999996,3,25,0.21552631578947337,3,2,2,2,5,0
12,39,1344.0,25,153271.97323154763,222,16.189999999999998,3,102,0.39375000000000004,3,3,2,2,9,5.948571428571434
12,40,1344.0,21,262659.0611975865,379,20.389999999999997,2,101,0.2989051094890514,3,4,3,2,8,2.5699128457748976
13,1,768.0,8,3379.2020698890224,69,7.7700000000000005,2,5,2.362500000000001,2,2,2,2,5,0
13,2,768.0,6,4089.985055692454,68,4.08,2,2,7.443333333333341,2,2,2,2,5,0
13,3,768.0,6,4547.4080035475945,69,5.680000000000001,2,5,0.7000000000000001,2,2,1,1,4,0
13,4,768.0,7,5554.365671380392,78,6.79,2,0,-1,2,2,1,1,3,0
13,5,768.0,11,7482.454187521624,131,8.98,2,37,0.4789473684210532,4,3,2,2,6,0.11208791208791169
13,6,768.0,10,6947.707867749858,90,6.5600000000000005,2,17,0.6124999999999999,3,3,2,2,7,1.980476190476189
13,7,768.0,9,9162.682625186648,97,8.629999999999999,3,4,1.7150000000000007,2,2,1,1,4,0
13,8,768.0,11,9125.076183613535,103,8.629999999999999,3,9,0.31131578947368455,3,2,2,2,4,0
13,9,768.0,11,10168.11031060065,102,6.17,3,27,0.39375000000000004,3,3,2,2,7,2.6585714285714275
13,10,768.0,8,30148.113527662157,211,7.669999999999999,2,4,0.4209677419354838,2,1,1,1,3,0
13,11,768.0,12,11662.259386318845,107,7.699999999999999,2,21,0.6124999999999999,3,3,2,2,7,3.1828571428571415
13,12,768.0,10,14257.611455825097,109,9.87,3,5,1.68,2,2,2,1,4,0
13,13,768.0,12,14297.706245388385,115,9.87,3,9,0.3412500000000002,3,2,2,2,4,0
13,14,768.0,13,16641.142999629792,119,7.289999999999999,3,33,0.39375000000000004,3,3,3,3,8,3.998571428571431
13,15,768.0,11,19153.2003416434,160,10.282,2,9,1.757,2,2,2,2,5,0
13,16,768.0,14,19090.435048590356,124,8.799999999999999,2,25,0.6124999999999999,3,3,3,2,7,4.262857142857142
13,17,768.0,12,24109.477586036846,129,12.409999999999998,3,6,1.6449999999999994,2,2,2,1,4,0
13,18,768.0,15,25086.717380981976,140,12.409999999999998,3,13,0.3711842105263164,3,2,2,2,4,0
13,19,768.0,15,26732.039625731788,136,8.549999999999999,3,39,0.39375000000000004,3,3,3,2,8,4.814285714285713
13,20,768.0,10,65154.53232578643,256,10.189999999999998,2,6,0.4209677419354838,2,2,1,1,4,0
